OrigFdCd; OrigFdNm; EngFdNam; SciNam; EDIBLE; NCF; FACF; ENERC [kJ]; ENERC [kcal]; FAT [g]; FASAT [g]; FAMS [g]; FAPU [g]; FATRN [g]; CHOT [g]; CHO [g]; SUGAR [g]; FIBT [g]; PROT [g]; ASH [g]; NA [mg]; NACL [g]; WATER [g]
472; Tuk (olej) palmojádrovı; Oil, palm kernel; ; 1.00; 6.25; 0.956;3700;900; 99.9; 44.07; 43.02; 8.13; 0.29;0;0;0;0;0;0;0;0;0
719; Tuk bambuckı; Shea butter; ; 1.00; 6.25; 0.956;3673;893; 99.1; 40.25; 37.66; 4.97;0;0;0;0;0; 0.3;0;0;0; 0.6
421; Tuk hovìzí, (lùj); Beef, suet, raw; ; 1.00; 6.25; 0.000;3360;817; 90.2; 48.13; 31.22; 2.15; 0.29;0;0;0;0; 1.3; 0.1;0;0; 7.9
471; Tuk kokosovı; Oil, coconut; ; 1.00; 6.25; 0.942;3700;900; 99.9; 84.21; 7.91; 1.88;0;0;0;0;0;0;0;0;0; 0.1
605; Tuk máselnı (vyhláška è. 77/2003 Sb.); Butterfat (Czech Regulation No. 77/2003 Coll.); ; 1.00; 6.25; 0.945;3684;896; 99.5; 63.04; 21.92; 1.67;0; 0.1; 0.1;0;0;0;0;0;0; 0.3
520; Tuk pomazánkovı rostlinnı roztíratelnı s nízkım obsahem tuku (20 %), Perla Tip, UNILEVER; Fat spread vegetable, low-fat (20%), Perla Tip, UNILEVER; ; 1.00; 6.25; 0.956;740;180; 20.0; 6.27; 9.82; 3.78; 0.14;0;0;0;0;0; ;315; 0.8; 79.2
521; Tuk rostlinnı roztíratelnı (72 %), Hera, UNILEVER; Fat spread vegetable (72%), Hera, UNILEVER; ; 1.00; 6.25; 0.956;2670;648; 72.0; 33.35; 27.21; 11.14; 0.30; 0.2; 0.2; 0.1;0;0; ;85; 0.23; 27.6
522; Tuk rostlinnı roztíratelnı (79 %), Hera Máslová pøíchu, UNILEVER; Fat spread vegetable (79%), Hera Máslová pøíchu, UNILEVER; ; 1.00; 6.25; 0.956;2930;713; 79.0; 37.00; 30.3; 11.2; 0.4; 0.4; 0.4; 0.4;0; 0.1; ;166; 0.41; 20.1
515; Tuk rostlinnı roztíratelnı s nízkım obsahem tuku (30 %), Flora light, UNILEVER; Fat spread vegetable, low-fat (30%), Flora light, UNILEVER; ; 1.00; 6.25; 0.956;1110;270; 30.0; 6.20; 8.25; 15.32; 0.19;0;0;0;0;0; ;168; 0.42; 69.6
516; Tuk rostlinnı roztíratelnı s nízkım obsahem tuku (35 %) s pøidanımi rostlinnımi steroly, Flora pro.activ, UNILEVER; Fat spread, low-fat (35%) with added plant sterols, Flora pro.activ, UNILEVER; ; 1.00; 6.25; 0.956;1320;321; 34.5; 7.81; 8.51; 17.99; 0.18; 2.4; 2.4; 0.3;0; 0.1; ;96; 0.25; 56.4
514; Tuk rostlinnı roztíratelnı se sníenım obsahem tuku (45 %), Flora, UNILEVER; Fat spread vegetable, reduced-fat (45%), Flora, UNILEVER; ; 1.00; 6.25; 0.956;1670;407; 45.0; 8.76; 12.22; 23.72; 0.29; 0.2; 0.2; 0.2;0; 0.2; ;206; 0.52; 53.9
292; Tuk vepøovı, syrovı, separovatelnı (odøezky); Pork, separable fat, raw; ; 1.00; 6.25; 0.953;2580;627; 66.6; 18.93; 26.69; 5.98; 0.13;0;0;0;0; 6.9; 0.4;31; 0.1; 26.1
328; Tuòák modroploutvı; Tuna, raw; Thunnus thynnus; 0.60; 6.25; 0.700;610;145; 5.6; 1.34; 1.58; 1.73; ;0;0;0;0; 23.7; 1.2;43; 0.1; 69.5
456; Tuòák modroploutvı, filet; Tuna bluefin, fillet, raw; Thunnus thynnus; 1.00; 6.25; 0.700;440;104; 0.6; 0.20; 0.14; 0.09;0;0;0;0;0; 24.5; 1.3;115; 0.29; 76.2
834; Tuòák, uzenı, maso bez kùe; Tuna, meat without skin, smoked; Thunnus; 1.00; 6.25; 0.700;519;122; 0.3; 0.05; 0.09; 0.02;0;0;0;0;0; 29.9; 2.3;489; 1.22; 67.7
652; Tuøín (brukev øepka); Turnip, raw; Brassica napus var. napobrassica; 0.82; 6.25; 0.800;63;15; 0.1;0;0;0;0; 3.6; 2.0; 1.7; 1.6; 0.8; 0.7;4; 0.01; 94.9
131; Tvaroh nízkotuènı (jemnı); Curd, reduced fat; ; 1.00; 6.25; 0.945;460;109; 3.1; 1.85; 0.81; 0.09;0; 2.9; 2.9; 2.9;0; 17.3; 1.2;28; 0.07; 75.3
130; Tvaroh odtuènìnı (mìkkı); Curd, defatted; ; 1.00; 6.25; 0.945;279;66; 0.2; 0.11; 0.05; 0.01;0; 3.8; 3.8; 3.8;0; 12.2; 0.8;35; 0.09; 82.1
132; Tvaroh polotuènı; Curd, semifat; ; 1.00; 6.25; 0.945;455;109; 4.7; 2.88; 1.17; 0.10;0; 3.6; 3.6; 3.6;0; 12.9; 1.0;33; 0.08; 77.7
133; Tvaroh tuènı; Curd, fat; ; 1.00; 6.25; 0.945;690;166; 11.8; 7.61; 2.73; 0.31;0; 2.3; 2.3; 2.3;0; 12.6; 1.0;26; 0.07; 70.5
134; Tvaroh tvrdı; Curd, hard; ; 1.00; 6.25; 0.945;423;100; 0.9; 0.54; 0.24; 0.02;0; 1.4; 1.4; 1.4;0; 21.5; 2.1;26; 0.06; 70.0
392; Tyèinky krabí, ze surimi; Crabstics, imitation, made from surimi; ; 1.00; 6.25; 0.000;397;94; 0.5; 0.16; 0.11; 0.10; 0.01; 14.9; 14.4; 6.3; 0.5; 7.6; 2.3;841; 2.1; 74.7
492; Tykev obecná; Pumpkin, raw; Cucurbita pepo; 0.70; 6.25; 0.800;126;30; 0.2; 0.03;0; 0.06; ; 6.7; 5.1; 4.7; 1.6; 1.1; 0.7;2; ; 91.3
835; Úhoø evropskı øíèní, maso bez kùe; European eel, meat without skin, raw; Anguilla anguilla; 0.49; 6.25; 0.900;1168;282; 24.8; 8.19; 12.17; 1.37;0;0;0;0;0; 14.7; 1.0;63; 0.16; 59.1
836; Úhoø evropskı øíèní, maso s kùí; European eel, meat with skin, raw; Anguilla anguilla; 0.72; 6.25; 0.900;1131;273; 24.1; 7.92; 11.96; 1.31;0;0;0;0;0; 14.1; 1.0;77; 0.19; 59.3
855; Vejce køepelèí; Japanese quail, eggs; Coturnix japonica; 0.85; 6.25; 0.830;733;176; 11.4; 6.77; 2.13; 0.27;0; 5.76; 5.76;0;0; 12.6; 1.1;125; 0.31; 69.2
78; Vejce slepièí; Egg, hen, whole, raw; ; 0.89; 6.25; 0.830;575;138; 9.2; 2.53; 4.07; 1.04;0; 1.3; 1.3; 0.3;0; 12.5; 0.9;119; 0.30; 76.1
79; Vejce slepièí, bílek; Egg, hen, white, raw; ; 1.00; 6.25; 0.830;201;47; 0.1; 0.02; 0.03; 0.01;0; 1.0; 1.0; 0.4;0; 10.6; 0.7;164; 0.41; 87.6
318; Vejce slepièí, bílek, sušenı; Egg, hen, white, dried; ; 1.00; 6.25; 0.830;1496;352; 0.4; 0.11; 0.18; 0.05;0; 9.0; 9.0; 3.2;0; 78.1; 5.0;1128; 2.82; 7.5
316; Vejce slepièí, celé, hmota sušená; Egg, hen, whole, dried; ; 1.00; 6.25; 0.830;2172;520; 30.4; 8.10; 12.89; 4.04;0; 12.8; 12.8; 1.4;0; 48.8; 3.5;492; 1.23; 4.5
80; Vejce slepièí, loutek; Egg, hen, yolk, raw; ; 1.00; 6.25; 0.830;1216;293; 25.2; 6.71; 11.10; 2.99;0; 1.7; 1.7; 0.3;0; 15.0; 1.7;56; 0.14; 56.4
317; Vejce slepièí, loutek, sušenı; Egg, hen, yolk, dried; ; 1.00; 6.25; 0.830;2684;648; 55.4; 14.91; 24.18; 6.49;0; 4.2; 4.2; 0.8;0; 33.1; 3.6;1225; 3.06; 3.7
201; Veka; Bread roll, white; ; 1.00; 6.25; 0.000;1180;278; 1.0; ; ; ; ; 59.8; 57.3; ; 2.5; 8.7; 1.6;471; 1.2; 28.9
373; Víno - hrozny; Grapes, raw; Vitis vinifera L.; 0.92; 6.25; 0.660;302;71; 0.4; 0.06; 0.01; 0.15; ; 17.3; 15.2; 15.0; 2.1; 0.7; 0.5;7;0; 81.1
379; Víno bílé; Wine, white; ; 1.00; 6.25; 0.000;306;73;0;0;0;0; ; 3.3; 3.3; ;0; 0.2; 0.2;3;0; 87.8
378; Víno èervené; Wine, red; ; 1.00; 6.25; 0.000;312;75;0;0;0;0; ; 2.8; 2.8; ;0; 0.3; 0.3;5;0; 87.6
385; Víno dezertní likérové, Sherry dry; Sherry, dry; ; 1.00; 6.25; 0.000;487;116;0;0;0;0; ; 1.3; 1.3; 1.3;0; 0.2; 1.8;10;0; 80.8
380; Víno dezertní, koøenìné, Vermut; Vermouth; ; 1.00; 6.25; 0.000;603;144;0;0;0;0; ; 14.0; 14.0; ;0; 0.2; 0.3;6;0; 73.1
381; Víno šumivé, sekt; Wine, sparkling; ; 1.00; 6.25; 0.000;423;101;0;0;0;0; ; 7.3; 7.3; ;0; 0.2; 0.2;4;0; 82.1
46; Višnì; Cherries, sour, raw; Prunus cerasus L.; 0.90; 6.25; 0.800;234;56; 0.5; 0.08; 0.11; 0.12; ; 12.6; 10.9; 9.0; 1.7; 1.0; 0.5;5;0; 85.4
970; Višnì, lyofilizované; Cherries, sour, lyophilized; Prunus cerasus L.; 1.00; 6.25; 0.800;1485;350; 0.7;0;0;0;0; 84.4; 78.0; 51.0; 6.4; 4.8; 3.7;2; 0.01; 6.4
751; Vláknina jableèná; Apple fiber; ; 1.00; 6.25; 0.800;1077;262; 6.6; 0.83; 1.31; 2.69;0; 73.4; 13.2; 2.3; 60.3; 7.6; 2.0;3; 0.01; 10.5
774; Vláknina pšenièná; Wheat fiber; ; 1.00; 6.25; 0.820;1101;267; 5.8; 0.85; 0.85; 3.08;0; 61.2; 11.4; 1.9; 50.2; 17.0; 6.7;2; 0.01; 8.8
752; Vloèky bramborové; Potato flakes; Solanum tuberosum; 1.00; 6.25; 0.800;1465;346; 0.8; 0.59;0; 0.07;0; 81.0; 72.9; 1.6; 8.1; 7.7; 3.5;35; 0.09; 7.0
604; Vloèky jeèné; Barley, flakes; Hordeum; 1.00; 6.25; 0.956;1440;341; 2.2; 0.44; 0.37; 1.25;0; 77.1; 65.7; 0.5; 11.5; 8.9; 1.5;3; 0.01; 10.4
188; Vloèky ovesné; Oat flakes; Avena sativa L.; 1.00; 6.25; 0.940;1488;353; 5.8; 0.98; 2.22; 2.23;0; 68.5; 55.8; 1.2; 12.7; 13.1; 1.7;1;0; 10.9
606; Vloèky pohankové; Buckwheat, flakes; Fagopyrum esculentum; 1.00; 6.25; 0.956;1482;350; 2.7; 0.52; 1.04; 1.00;0; 73.8; 66.3; 1.0; 7.5; 11.5; 1.8;0;0; 10.3
607; Vloèky pšenièné; Wheat, flakes; Triticum aestivum L.; 1.00; 6.25; 0.956;1417;336; 2.2; 0.42; 0.39; 1.24;0; 75.3; 62.7; 0.6; 12.6; 10.0; 1.6;1;0; 10.9
608; Vloèky rıové; Rice, flakes; Oryza sativa L.; 1.00; 6.25; 0.956;1517;358; 2.6; 0.81; 0.90; 0.76;0; 77.1; 73.5; 0.4; 3.6; 8.3; 1.1;1;0; 10.8
609; Vloèky sójové; Soy, flakes; Glycine max (L.) Merr.; 1.00; 6.25; 0.956;1676;404; 22.0; 3.29; 5.34; 12.43;0; 25.6; 0.6; 2.9; 25.0; 38.3; 4.7;0;0; 9.4
610; Vloèky špaldové; Spelt, flakes; Triticum spelta; 1.00; 6.25; 0.956;1435;340; 2.6; 0.47; 0.67; 1.30;0; 70.2; 59.8; 0.3; 10.3; 14.1; 1.8;0;0; 11.3
615; Vloèky itné; Rye, flakes; ; 1.00; 6.25; 0.956;1374;326; 1.6; 0.20; 0.22; 0.77;0; 79.0; 62.3; 0.2; 16.6; 7.1; 1.5;74; 0.18; 10.8
926; Vloèky, teffové; Teff, flakes; Eragrostis tef; 1.00; 6.25; 0.820;1487;351; 2.3; 0.44; 0.53; 0.87;0; 74.2; 67.4; 1.5; 6.8; 11.8; 2.3;3; 0.01; 9.4
611; Vosk karnaubskı; Carnauba wax; Copernicia cerifera; 1.00; 6.25; 0.956;3664;891; 98.7; 65.96; 17.48; 10.92;0; 0.5; 0.5;0;0; 0.3; 0.3;8; 0.02; 0.3
129; Vırobek mléènı, Tradièní pomazánkové (døíve Pomazánkové máslo); Milk product, Tradicni pomazankove (former name Butter spread -Pomazankove maslo); ; 1.00; 6.25; 0.945;1330;323; 32.0; 20.70; 8.64; 0.93; ; 5.7; 5.7; 5.7;0; 3.0; 1.0;343; 0.1; 57.0
758; Zajíc, maso z celého kusu; Hare, meat from the whole animal, raw; Lepus; 0.73; 6.25; 0.916;405;96; 1.1; 0.43; 0.17; 0.31;0;0;0;0;0; 21.4; 1.1;58; 0.14; 74.6
759; Zajíc, stehna; Hare, haunch, raw; Lepus; 0.69; 6.25; 0.916;474;112; 2.1; 0.72; 0.48; 0.62;0;0;0;0;0; 23.3; 1.1;58; 0.14; 72.7
440; Zákys smetanovı; Starter cream; ; 1.00; 6.38; 0.945;174;41; 1.6; 1.13; 0.28;0;0; 3.6; 3.6; 3.6;0; 3.3; 0.7;49; 0.12; 90.9
993; Závin, jablkovı; Strudel, apple; ; 1.00; 6.25; 0.800;1329;316; 9.9; 6.33; 2.46; 0.61; 0.06; 52.8; 51.2; 24.1; 1.6; 4.7; 0.6;188; 0.47; 32.1
493; Zázvor; Ginger root, raw; Zingiber officinale; 0.75; 6.25; 0.800;115;27; 0.2;0;0;0;0; 6.8; 3.9; 1.0; 2.9; 1.1; 0.8;6; 0.02; 91.1
75; Zelí èínské; Cabbage, Chinese, raw; Brassica chinensis L. Jusl.; 0.79; 6.25; 0.800;71;17; 0.3; ; ; ; ; 3.0; 1.7; ; 1.3; 1.2; 0.6;8;0; 94.9
76; Zelí hlávkové, bílé; Cabbage, white, raw; Brassica oleracea L. var. capitata L.; 0.80; 6.25; 0.800;123;29; 0.2; ; ; ; ; 6.6; 4.1; ; 2.5; 1.6; 0.6;13;0; 91.0
77; Zelí hlávkové, èervené; Cabbage, red, raw; Brassica oleracea L. var. capitata L.; 0.79; 6.25; 0.800;122;29; 0.2; ; ; ; ; 6.5; 3.9; ; 2.6; 1.6; 0.7;13;0; 91.0
540; aludky kachní; Gizzard, duck, raw; ; 1.00; 6.25; 0.789;445;106; 3.4; 0.95; 1.42; 0.28;0;0;0;0;0; 18.8; 0.15;58; 0.14; 75.8
535; aludky kuøecí; Gizzard, chicken, raw; ; 1.00; 6.25; 0.789;307;73; 1.4; 0.37; 0.57; 0.18;0;0;0;0;0; 15.0; 0.8;63; 0.16; 81.1
740; aludky vepøové; Pork, stomach, raw; ; 1.00; 6.25; 0.910;470;112; 3.9; 1.82; 1.49; 0.17;0; 0.45; 0.45;0;0; 18.7; 0.7;75; 0.19; 76.3
246; ampiony; Mushroom, table, raw; Agaricus bisporus forma albus; 0.98; 6.25; 0.770;98;27; 0.3; ; ; ; ; 3.1; 1.4; ; 1.7; 2.9; 1.0;8;0; 92.7
315; elatina jedlá, vepøová; Gelatin, edible, porcine; ; 1.00; 5.55; 0.800;1500;358;0;0;0;0;0;0;0;0;0; 88.0; 0.2;64; 0.16; 11.8
175; ito ozimé; Winter rye; Secale cereale; 1.00; 5.83; 0.720;1467;348; 3.1; 0.38; 0.42; 1.44; ; 78.9; 63.3; ; 15.6; 8.9; 1.5;1;0; 7.6
840; ralok, maso bez kùe; Piked dogfish, meat without skin, raw; Squalus acanthias; 0.87; 6.25; 0.700;402;95; 0.2; 0.06; 0.05;0;0;0;0;0;0; 23.2; 1.2;85; 0.21; 73.9
841; ralok, maso s kùí; Piked dogfish, meat with skin, raw; Squalus acanthias; 1.00; 6.25; 0.700;403;95; 0.1; 0.05; 0.04;0;0;0;0;0;0; 23.5; 1.5;85; 0.21; 74.9
